,addr,x,y,freq
0,정자동 카페거리,127.10613880132,37.370150892237,3
1,정자동 카페거리,127.10613880132,37.370150892237,3
2,정자동 카페거리,127.10613880132,37.370150892237,3
3,할리스커피(Hollys Coffee),126.98681048472174,37.569944642950375,1
4,안산 유달리,126.829314821342,37.3133825970491,17
5,안산 유달리,126.829314821342,37.3133825970491,17
6,안산 유달리,126.829314821342,37.3133825970491,17
7,안산 유달리,126.829314821342,37.3133825970491,17
8,안산 유달리,126.829314821342,37.3133825970491,17
9,안산 유달리,126.829314821342,37.3133825970491,17
10,안산 유달리,126.829314821342,37.3133825970491,17
11,안산 유달리,126.829314821342,37.3133825970491,17
12,안산 유달리,126.829314821342,37.3133825970491,17
13,안산 유달리,126.829314821342,37.3133825970491,17
14,안산 유달리,126.829314821342,37.3133825970491,17
15,안산 유달리,126.829314821342,37.3133825970491,17
16,안산 유달리,126.829314821342,37.3133825970491,17
17,안산 유달리,126.829314821342,37.3133825970491,17
18,안산 유달리,126.829314821342,37.3133825970491,17
19,안산 유달리,126.829314821342,37.3133825970491,17
20,안산 유달리,126.829314821342,37.3133825970491,17
21,오지힐 한남,127.001036372259,37.5340892520071,6
22,오지힐 한남,127.001036372259,37.5340892520071,6
23,오지힐 한남,127.001036372259,37.5340892520071,6
24,오지힐 한남,127.001036372259,37.5340892520071,6
25,오지힐 한남,127.001036372259,37.5340892520071,6
26,오지힐 한남,127.001036372259,37.5340892520071,6
27,소나네,127.146691171421,35.8212774229389,38
28,소나네,127.146691171421,35.8212774229389,38
29,소나네,127.146691171421,35.8212774229389,38
30,소나네,127.146691171421,35.8212774229389,38
31,소나네,127.146691171421,35.8212774229389,38
32,소나네,127.146691171421,35.8212774229389,38
33,소나네,127.146691171421,35.8212774229389,38
34,소나네,127.146691171421,35.8212774229389,38
35,소나네,127.146691171421,35.8212774229389,38
36,소나네,127.146691171421,35.8212774229389,38
37,소나네,127.146691171421,35.8212774229389,38
38,소나네,127.146691171421,35.8212774229389,38
39,소나네,127.146691171421,35.8212774229389,38
40,소나네,127.146691171421,35.8212774229389,38
41,소나네,127.146691171421,35.8212774229389,38
42,소나네,127.146691171421,35.8212774229389,38
43,소나네,127.146691171421,35.8212774229389,38
44,소나네,127.146691171421,35.8212774229389,38
45,소나네,127.146691171421,35.8212774229389,38
46,소나네,127.146691171421,35.8212774229389,38
47,소나네,127.146691171421,35.8212774229389,38
48,소나네,127.146691171421,35.8212774229389,38
49,소나네,127.146691171421,35.8212774229389,38
50,소나네,127.146691171421,35.8212774229389,38
51,소나네,127.146691171421,35.8212774229389,38
52,소나네,127.146691171421,35.8212774229389,38
53,소나네,127.146691171421,35.8212774229389,38
54,소나네,127.146691171421,35.8212774229389,38
55,소나네,127.146691171421,35.8212774229389,38
56,소나네,127.146691171421,35.8212774229389,38
57,소나네,127.146691171421,35.8212774229389,38
58,소나네,127.146691171421,35.8212774229389,38
59,소나네,127.146691171421,35.8212774229389,38
60,소나네,127.146691171421,35.8212774229389,38
61,소나네,127.146691171421,35.8212774229389,38
62,소나네,127.146691171421,35.8212774229389,38
63,소나네,127.146691171421,35.8212774229389,38
64,소나네,127.146691171421,35.8212774229389,38
65,I Am Autumn,126.920047430889,37.5661557490966,12
66,I Am Autumn,126.920047430889,37.5661557490966,12
67,I Am Autumn,126.920047430889,37.5661557490966,12
68,I Am Autumn,126.920047430889,37.5661557490966,12
69,I Am Autumn,126.920047430889,37.5661557490966,12
70,I Am Autumn,126.920047430889,37.5661557490966,12
71,I Am Autumn,126.920047430889,37.5661557490966,12
72,I Am Autumn,126.920047430889,37.5661557490966,12
73,I Am Autumn,126.920047430889,37.5661557490966,12
74,I Am Autumn,126.920047430889,37.5661557490966,12
75,I Am Autumn,126.920047430889,37.5661557490966,12
76,I Am Autumn,126.920047430889,37.5661557490966,12
77,버터힐,127.006463931453,37.549301559392,21
78,버터힐,127.006463931453,37.549301559392,21
79,버터힐,127.006463931453,37.549301559392,21
80,버터힐,127.006463931453,37.549301559392,21
81,버터힐,127.006463931453,37.549301559392,21
82,버터힐,127.006463931453,37.549301559392,21
83,버터힐,127.006463931453,37.549301559392,21
84,버터힐,127.006463931453,37.549301559392,21
85,버터힐,127.006463931453,37.549301559392,21
86,버터힐,127.006463931453,37.549301559392,21
87,버터힐,127.006463931453,37.549301559392,21
88,버터힐,127.006463931453,37.549301559392,21
89,버터힐,127.006463931453,37.549301559392,21
90,버터힐,127.006463931453,37.549301559392,21
91,버터힐,127.006463931453,37.549301559392,21
92,버터힐,127.006463931453,37.549301559392,21
93,버터힐,127.006463931453,37.549301559392,21
94,버터힐,127.006463931453,37.549301559392,21
95,버터힐,127.006463931453,37.549301559392,21
96,버터힐,127.006463931453,37.549301559392,21
97,버터힐,127.006463931453,37.549301559392,21
98,Anoseestudio,126.923013170781,35.149278116007,1
99,빌리엔젤강남,127.027028949069,37.5014698410597,1
100,고고케이크,127.154490537726,37.5488186482671,1
101,스타벅스 스타필드 위례 1f R점,127.148603924316,37.4804328602249,1
102,Jeju,126.83650369902168,33.53833652360498,11
103,Jeju,126.83650369902168,33.53833652360498,11
104,Jeju,126.83650369902168,33.53833652360498,11
105,Jeju,126.83650369902168,33.53833652360498,11
106,Jeju,126.83650369902168,33.53833652360498,11
107,Jeju,126.83650369902168,33.53833652360498,11
108,Jeju,126.83650369902168,33.53833652360498,11
109,Jeju,126.83650369902168,33.53833652360498,11
110,Jeju,126.83650369902168,33.53833652360498,11
111,Jeju,126.83650369902168,33.53833652360498,11
112,Jeju,126.83650369902168,33.53833652360498,11
113,동부이촌동,126.972400886068,37.520395307212,10
114,동부이촌동,126.972400886068,37.520395307212,10
115,동부이촌동,126.972400886068,37.520395307212,10
116,동부이촌동,126.972400886068,37.520395307212,10
117,동부이촌동,126.972400886068,37.520395307212,10
118,동부이촌동,126.972400886068,37.520395307212,10
119,동부이촌동,126.972400886068,37.520395307212,10
120,동부이촌동,126.972400886068,37.520395307212,10
121,동부이촌동,126.972400886068,37.520395307212,10
122,동부이촌동,126.972400886068,37.520395307212,10
123,데일리라운드,126.92595783107306,37.56194204085951,1
124,카페 아르무아,127.070924092537,37.5417661045602,12
125,카페 아르무아,127.070924092537,37.5417661045602,12
126,카페 아르무아,127.070924092537,37.5417661045602,12
127,카페 아르무아,127.070924092537,37.5417661045602,12
128,카페 아르무아,127.070924092537,37.5417661045602,12
129,카페 아르무아,127.070924092537,37.5417661045602,12
130,카페 아르무아,127.070924092537,37.5417661045602,12
131,카페 아르무아,127.070924092537,37.5417661045602,12
132,카페 아르무아,127.070924092537,37.5417661045602,12
133,카페 아르무아,127.070924092537,37.5417661045602,12
134,카페 아르무아,127.070924092537,37.5417661045602,12
135,카페 아르무아,127.070924092537,37.5417661045602,12
136,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
137,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
138,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
139,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
140,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
141,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
142,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
143,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
144,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
145,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
146,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
147,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
148,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
149,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
150,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
151,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
152,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
153,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
154,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
155,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
156,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
157,쿠오레 에스프레소,127.031985633907,37.4879066470791,22
158,달성공원,128.577757377213,35.8740343528945,1
159,Suwon,127.035410325887,37.2977394743763,6
160,Suwon,127.035410325887,37.2977394743763,6
161,Suwon,127.035410325887,37.2977394743763,6
162,Suwon,127.035410325887,37.2977394743763,6
163,Suwon,127.035410325887,37.2977394743763,6
164,Suwon,127.035410325887,37.2977394743763,6
165,행궁동,127.014041185109,37.2819144990562,2
166,행궁동,127.014041185109,37.2819144990562,2
167,쎄지엠,129.18296814947294,35.16247388056045,18
168,쎄지엠,129.18296814947294,35.16247388056045,18
169,쎄지엠,129.18296814947294,35.16247388056045,18
170,쎄지엠,129.18296814947294,35.16247388056045,18
171,쎄지엠,129.18296814947294,35.16247388056045,18
172,쎄지엠,129.18296814947294,35.16247388056045,18
173,쎄지엠,129.18296814947294,35.16247388056045,18
174,쎄지엠,129.18296814947294,35.16247388056045,18
175,쎄지엠,129.18296814947294,35.16247388056045,18
176,쎄지엠,129.18296814947294,35.16247388056045,18
177,쎄지엠,129.18296814947294,35.16247388056045,18
178,쎄지엠,129.18296814947294,35.16247388056045,18
179,쎄지엠,129.18296814947294,35.16247388056045,18
180,쎄지엠,129.18296814947294,35.16247388056045,18
181,쎄지엠,129.18296814947294,35.16247388056045,18
182,쎄지엠,129.18296814947294,35.16247388056045,18
183,쎄지엠,129.18296814947294,35.16247388056045,18
184,쎄지엠,129.18296814947294,35.16247388056045,18
185,동성로 stove,128.59687638506736,35.86608320153472,1
186,하이헤이호커피,127.012959146651,37.2847222606623,2
187,하이헤이호커피,127.012959146651,37.2847222606623,2
188,길동어딘가,127.146415690833,37.5421219048491,1
189,오픈업커피,127.129040181939,36.8140143495164,1
190,공트럴파크,127.078706040469,37.620691807133,1
191,"Seoul, Korea",126.976057839491,37.5671102217281,22
192,"Seoul, Korea",126.976057839491,37.5671102217281,22
193,"Seoul, Korea",126.976057839491,37.5671102217281,22
194,"Seoul, Korea",126.976057839491,37.5671102217281,22
195,"Seoul, Korea",126.976057839491,37.5671102217281,22
196,"Seoul, Korea",126.976057839491,37.5671102217281,22
197,"Seoul, Korea",126.976057839491,37.5671102217281,22
